,game,model,experiment,episode,metric,value
70,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_7,Average Generated Expression Number of Tokens,
71,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_7,Success,0.0
72,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_7,Lose,0.0
73,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_7,Aborted,1.0
74,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_7,Aborted at Player 1,0.0
75,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_7,Aborted at Player 2,1.0
76,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_7,Request Count,2.0
77,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_7,Violated Request Count,1.0
78,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_7,Parsed Request Count,1.0
79,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_7,Request Success Ratio,0.5
80,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_10,Precision,
81,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_10,Recall,
82,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_10,F1,
83,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_10,Main Score,
84,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_10,Average Changed Cell Count,
85,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_10,Average Generated Instruction Length,
86,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_10,Average Generated Expression Number of Tokens,
87,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_10,Success,0.0
88,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_10,Lose,0.0
89,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_10,Aborted,1.0
90,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_10,Aborted at Player 1,0.0
91,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_10,Aborted at Player 2,1.0
92,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_10,Request Count,2.0
93,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_10,Violated Request Count,1.0
94,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_10,Parsed Request Count,1.0
95,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_10,Request Success Ratio,0.5
96,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_19,Precision,
97,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_19,Recall,
98,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_19,F1,
99,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_19,Main Score,
100,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_19,Average Changed Cell Count,
101,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_19,Average Generated Instruction Length,
102,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_19,Average Generated Expression Number of Tokens,
103,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_19,Success,0.0
104,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_19,Lose,0.0
105,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_19,Aborted,1.0
106,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_19,Aborted at Player 1,0.0
107,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_19,Aborted at Player 2,1.0
108,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_19,Request Count,2.0
109,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_19,Violated Request Count,1.0
110,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_19,Parsed Request Count,1.0
111,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_19,Request Success Ratio,0.5
112,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_6,Precision,
113,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_6,Recall,
114,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_6,F1,
115,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_6,Main Score,
116,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_6,Average Changed Cell Count,
117,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_6,Average Generated Instruction Length,
118,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_6,Average Generated Expression Number of Tokens,
119,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_6,Success,0.0
120,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_6,Lose,0.0
121,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_6,Aborted,1.0
122,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_6,Aborted at Player 1,0.0
123,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_6,Aborted at Player 2,1.0
124,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_6,Request Count,2.0
125,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_6,Violated Request Count,1.0
126,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_6,Parsed Request Count,1.0
127,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_6,Request Success Ratio,0.5
128,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_15,Precision,
129,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_15,Recall,
130,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_15,F1,
131,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_15,Main Score,
132,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_15,Average Changed Cell Count,
133,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_15,Average Generated Instruction Length,
134,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_15,Average Generated Expression Number of Tokens,
135,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_15,Success,0.0
136,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_15,Lose,0.0
137,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_15,Aborted,1.0
138,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_15,Aborted at Player 1,0.0
139,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_15,Aborted at Player 2,1.0
140,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_15,Request Count,2.0
141,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_15,Violated Request Count,1.0
142,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_15,Parsed Request Count,1.0
143,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_15,Request Success Ratio,0.5
144,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_3,Precision,
145,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_3,Recall,
146,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_3,F1,
147,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_3,Main Score,
148,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_3,Average Changed Cell Count,
149,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_3,Average Generated Instruction Length,
150,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_3,Average Generated Expression Number of Tokens,
151,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_3,Success,0.0
152,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_3,Lose,0.0
153,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_3,Aborted,1.0
154,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_3,Aborted at Player 1,0.0
155,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_3,Aborted at Player 2,1.0
156,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_3,Request Count,2.0
157,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_3,Violated Request Count,1.0
158,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_3,Parsed Request Count,1.0
159,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_3,Request Success Ratio,0.5
160,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_1,Precision,
161,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_1,Recall,
162,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_1,F1,
163,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_1,Main Score,
164,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_1,Average Changed Cell Count,
165,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_1,Average Generated Instruction Length,
166,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_1,Average Generated Expression Number of Tokens,
167,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_1,Success,0.0
168,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_1,Lose,0.0
169,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_1,Aborted,1.0
170,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_1,Aborted at Player 1,0.0
171,imagegame,Mixtral-8x22B-Instruct-v0.1-t0.0--Mixtral-8x22B-Instruct-v0.1-t0.0,1_random_grids,episode_1,Aborted at Player 2,1.0
